class_name,class_description,method,method_description,data_type
zendesk.support.SectionItem,A HelpItem for Help Center sections,getViewType(),Gets the type of the item,int
com.here.android.mpa.routing.Maneuver,Represents the action required to leave one street segment and enter the next in the chain of directions that comprises a calculated Route.,getRouteElements(),Returns a list of RouteElement within the maneuver,java.util.List<RouteElement>
com.dropbox.core.v2.team.MembersGetInfoItem,"Describes a result obtained for a single user whose id was specified in the
 parameter of DbxTeamTeamRequests.membersGetInfo(java.util.List).

  This class is a tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance. ",memberInfo(TeamMemberInfo value),"Returns an instance of MembersGetInfoItem that has its tag set to
 MembersGetInfoItem.Tag.MEMBER_INFO.",static MembersGetInfoItem
com.here.android.mpa.search.Address,"Provides textual address information for a Location. The information is divided among fields such as country, street, postal code, and so on.  To retrieve a combined, formatted string of this address, use the getText() method. ",getCounty(),Gets the current county name for the Address.,java.lang.String
com.dropbox.core.v2.sharing.SharedFileMetadata,Properties of the shared file.,getOwnerTeam(),The team that owns the file.,Team
com.dropbox.core.v2.sharing.SharePathError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability.",String
appwidgets,N/A - VK has no Class Descriptions,getgroupimageuploadserver,Returns a URL for uploading a photo to the community collection for community app widgets.,"Returns an object with the only upload_url field. To upload an image, generate POST-request to upload_url with a file in photo field. Then call appWidgets.saveAppImage method. 
"
com.dropbox.core.v2.sharing.AddFolderMemberError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability.",String
com.here.android.mpa.common.TrafficSign.WeatherAffects,Defined weather situations that affects the sign,values(),"Returns an array containing the constants of this enum type, in the order they are declared.",static TrafficSign.WeatherAffects[]
com.here.android.mpa.pde.PlatformDataItemCollection,"Collection of PlatformDataItem items. This class implements List interface. Additionally contains methods useful for manipulating the data (filtering, combining etc.). To avoid overhead when dealing with large data sets, all the items returned by this class and its children are dynamically created on demand. Due to that fact this object and the child objects keep references to their parent object. If you require normal Java behavior, you can obtain regular Java collection of underlying data with PlatformDataItemCollection.extract() method.",listIterator(),Returns a PlatformDataItemCollection iterator on the elements of this PlatformDataItemCollection.,java.util.ListIterator<PlatformDataItem>
com.dropbox.core.v2.sharing.SharedFolderMetadataBase,Properties of the shared folder.,getOwnerTeam(),The team that owns the folder.,Team
docs,N/A - VK has no Class Descriptions,getwalluploadserver,Returns the server address for document upload onto a user's or community's wall.,"Returns an object with an upload_url field. After the document is uploaded, use the docs.save method. "
com.dropbox.core.v2.team.MemberAddResult,"Describes the result of attempting to add a single user to the team.
 'success' is the only value indicating that a user was indeed added to the
 team - the other values explain the type of failure that occurred, and
 include the email of the user for which the operation has failed.

  This class is a tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance. ",userOnAnotherTeam(String value),"Returns an instance of MemberAddResult that has its tag set to
 MemberAddResult.Tag.USER_ON_ANOTHER_TEAM.",static MemberAddResult
photos,N/A - VK has no Class Descriptions,getmarketuploadserver,Returns the server address for market photo upload.,Returns the object containing upload_url field with the server address.
com.here.android.mpa.fce.FleetConnectivityService,Main component of Fleet Connectivity Extension responsible for communication.,getRunningJobId(),Retrieves the ID of currently running job.,java.lang.String
com.amazon.device.iap.PurchasingService,"Presents the primary API for interacting with the Amazon Appstore purchasing framework. First register a
 PurchasingListener instance via
 registerListener(Context, PurchasingListener) before using any other API.",getUserData(),Initiates a request to retrieve the user ID of the currently logged-in user.,static RequestId
com.dropbox.core.v2.sharing.ListFilesResult,Success results for DbxUserSharingRequests.listReceivedFiles(com.dropbox.core.v2.sharing.ListFilesArg).,getCursor(),Cursor used to obtain additional shared files.,String
com.dropbox.core.v2.files.WriteError,"This class is an open tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance.

  Open unions may be extended in the future with additional tags. If a new
 tag is introduced that this SDK does not recognized, the OTHER value
 will be used. ",getConflictValue(),Couldn't write to the target path because there was something in the way.,WriteConflictError
com.here.android.mpa.venues3d.Content,"This class encapsulates POI (Point Of Interest) information of the spatial area in a venue. Examples of POI information are the street address, access information, search tags, space type, category.",getAddress(),This method retrieves the postal address of the spatial area.,Address
com.dropbox.core.v2.team.TeamMemberStatus,"The user's status as a member of a specific team.

  This class is a tagged union.  Tagged unions instances are always
 associated to a specific tag.  This means only one of the isAbc()
 methods will return true. You can use tag() to determine the
 tag associated with this instance. ",removed(RemovedStatus value),"Returns an instance of TeamMemberStatus that has its tag set to
 TeamMemberStatus.Tag.REMOVED.",static TeamMemberStatus
com.dropbox.core.v2.sharing.InsufficientQuotaAmounts,"The amount of space left in the user's Dropbox, less than space_needed.",toStringMultiline(),"Returns a String representation of this object formatted for easier
 readability.",String
com.here.android.mpa.common.OnEngineInitListener.Error,Represents values describing initialization errors.,values(),"Returns an array containing the constants of this enum type, in the order they are declared.",static OnEngineInitListener.Error[]
com.here.android.mpa.ar.ARBillboardObject,Represents a 3D AR billboard objects that users can add to a ARController. There are two types of AR billboard objects supported: - Geo positioned billboard - Locally positioned billboard,getOrientation(),Get the orientation mode of the billboard,ARBillboardObject.Orientation
com.here.android.mpa.tce.TollCostOptions,Represent different input parameters for TollCostRequest.,getVehicleProfile(),Gets the copy of TollCostVehicleProfile.,TollCostVehicleProfile
com.here.android.mpa.common.CustomConfigurations.Config,"Argument keys for CustomConfigurations.set(Hashtable),",valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static CustomConfigurations.Config
ImpressionData,Methods for retrieving impression-level revenue data (ILRD). Refer to our ILRD article for Android for additional implementation instructions.,getPrecision(),Description: Returns the ad network placement/zone/unit ID if the creative is served by a supported ad network.,public String  
com.here.android.mpa.common.GeoBoundingBox,"Represents a rectangular area in a geographic coordinate system.  Although a bounding box is specified by its top-left and bottom-right corner, the box is not necessarily the smallest rectangle spanned by these two points. It is possible to define geobounding boxes that are wider than 180 degrees or higher then 90 degrees (e.g. by setting the longitude of the top-left corner to a bigger value than the longitude of the bottom-right corner). Please note the top-left corner's latitude must be greater than or equal to bottom-right corner's latitude. Otherwise, the bounding box will be in invalid state.   For example, a geobounding box with longitude of -180 degrees for the top-left corner and a longitude of 180 degrees for the bottom-right corner will construct an area that encircles the globe, whereas a geobounding box with the same longitude value for both corners will construct an area with a width of 0 degrees. ",getBottomRight(),Gets the current bottom-right GeoCoordinate of the GeoBoundingBox with altitude set to zero.,GeoCoordinate
com.dropbox.core.v2.team.MemberAddArg,Builder for MemberAddArg.,getMemberExternalId(),External ID for member.,String
com.dropbox.core.v2.team.ListMembersAppsError,Error returned by DbxTeamTeamRequests.linkedAppsListMembersLinkedApps(String),values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static ListMembersAppsError[]
com.amazon.device.iap.model.Product,"Represents an in-app product, such as consumable content, entitlement content,
 or subscription content. Retrieve product data by using
 PurchasingService.getProductData(java.util.Set)
 .",getProductType(),Returns the type of product.,ProductType
com.here.android.mpa.common.GeoPosition,"Represents position, speed, and heading information as provided by a positioning device.",getAltitudeAccuracy(),Gets the current altitude accuracy as measured by the enabled positioning device.,float
com.dropbox.core.v2.sharing.GetSharedLinkFileError,Catch-all used for unknown tag values returned by the Dropbox servers.,valueOf(String name),Returns the enum constant of this type with the specified name.,static GetSharedLinkFileError
com.dropbox.core.v2.teampolicies.TeamSharingPolicies,Policies governing sharing within and outside of the team.,getSharedFolderJoinPolicy(),Which shared folders team members can join.,SharedFolderJoinPolicy
zendesk.support.Category,"This is a model class for a Category object that will be created by the
 HelpCenterProvider.",getHtmlUrl(),Gets the URL of the category that can be opened in a web browser,java.lang.String
RequestParameters,Contains methods to set targeting data for native ad (com.mopub.nativeads.RequestParameters) and rewarded video (com.mopub.mobileads.MoPubRewardedVideoManager.RequestParameters).,getKeywords(),Description: Returns a String containing keywords that have been set on the current ad object. Null if not set.,public String  
com.here.android.mpa.common.ViewRect,Represents a rectangle defined by the top-left corner's coordinate and the width and height of the rectangle.,getY(),Gets the current Y-coordinate of the ViewRect.,int
com.here.android.mpa.venues3d.Content,"This class encapsulates POI (Point Of Interest) information of the spatial area in a venue. Examples of POI information are the street address, access information, search tags, space type, category.",getPlaceCategoryId(),This method retrieves the Category identifier of the spatial area.,java.lang.String
com.dropbox.core.v2.files.DbxUserFilesRequests,"Routes in namespace ""files"".","getPreview(String path,
          String rev)",Get a preview for a file.,DbxDownloader<FileMetadata>
com.amazon.device.iap.model.UserDataResponse,Represents the result of a call to PurchasingService.getUserData().,getUserData(),"Returns the user ID and marketplace
 information of the user associated with the purchase.",UserData
com.dropbox.core.DbxAppInfo,Identifying information about your application.,getSecretFormatError(String key),"If they secret's format looks correct, return null.",static String
