class_name,class_description,method,method_description,data_type
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","initialize(android.content.Context context,          java.lang.String apiKey,          java.lang.String userId)","Initialize the Amplitude SDK with the Android application context, your Amplitude App API key, and a user ID for the current user.",AmplitudeClient
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",isOptedOut(),Returns whether or not the user is opted out of tracking.,boolean
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",logEvent(java.lang.String eventType),Log an event with the specified event type.,void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","logEvent(java.lang.String eventType,        org.json.JSONObject eventProperties)",Log an event with the specified event type and event properties.,void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","logEvent(java.lang.String eventType,        org.json.JSONObject eventProperties,        boolean outOfSession)","Log an event with the specified event type, event properties, with optional out of session flag.",void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","logEvent(java.lang.String eventType,        org.json.JSONObject eventProperties,        org.json.JSONObject groups)","Log an event with the specified event type, event properties, and groups.",void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","logEvent(java.lang.String eventType,        org.json.JSONObject eventProperties,        org.json.JSONObject groups,        boolean outOfSession)","Log event with the specified event type, event properties, groups, with optional out of session flag.",void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","logEvent(java.lang.String eventType,        org.json.JSONObject eventProperties,        org.json.JSONObject apiProperties,        org.json.JSONObject userProperties,        org.json.JSONObject groups,        long timestamp,        boolean outOfSession)",Log event.,protected long
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","logEventAsync(java.lang.String eventType,             org.json.JSONObject eventProperties,             org.json.JSONObject apiProperties,             org.json.JSONObject userProperties,             org.json.JSONObject groups,             long timestamp,             boolean outOfSession)",Log event async.,protected void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",logEventSync(java.lang.String eventType),Log an event with the specified event type.,void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","logEventSync(java.lang.String eventType,            org.json.JSONObject eventProperties)",Log an event with the specified event type and event properties.,void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","logEventSync(java.lang.String eventType,            org.json.JSONObject eventProperties,            boolean outOfSession)","Log an event with the specified event type, event properties, with optional out of session flag.",void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","logEventSync(java.lang.String eventType,            org.json.JSONObject eventProperties,            org.json.JSONObject group)","Log an event with the specified event type, event properties, and groups.",void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","logEventSync(java.lang.String eventType,            org.json.JSONObject eventProperties,            org.json.JSONObject groups,            boolean outOfSession)","Log event with the specified event type, event properties, groups, with optional out of session flag.",void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",logRevenue(double amount),Deprecated. - use logRevenueV2 instead,void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","logRevenue(java.lang.String productId,          int quantity,          double price)",Deprecated. - use logRevenueV2 instead,void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","logRevenue(java.lang.String productId,          int quantity,          double price,          java.lang.String receipt,          java.lang.String receiptSignature)",Deprecated. - use logRevenueV2 instead,void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",logRevenueV2(Revenue revenue),Log revenue v2.,void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","makeEventUploadPostRequest(okhttp3.OkHttpClient client,                          java.lang.String events,                          long maxEventId,                          long maxIdentifyId)",Internal method to generate the event upload post request.,protected void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","mergeEventsAndIdentifys(java.util.List<org.json.JSONObject> events,                       java.util.List<org.json.JSONObject> identifys,                       long numEvents)",Internal method to merge unsent events and identifies into a single array by sequence number.,"protected android.util.Pair<android.util.Pair<java.lang.Long,java.lang.Long>,org.json.JSONArray>"
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",replaceWithJSONNull(java.lang.Object obj),Internal method to replace null event fields with JSON null object.,protected java.lang.Object
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",runOnLogThread(java.lang.Runnable r),N/A,protected void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","saveEvent(java.lang.String eventType,         org.json.JSONObject event)",Save event long.,protected long
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",setDeviceId(java.lang.String deviceId),Sets a custom device id.,AmplitudeClient
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",setEventMaxCount(int eventMaxCount),Sets event max count.,AmplitudeClient
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",setEventUploadMaxBatchSize(int eventUploadMaxBatchSize),Sets event upload max batch size.,AmplitudeClient
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",setEventUploadPeriodMillis(int eventUploadPeriodMillis),Sets event upload period millis.,AmplitudeClient
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",setEventUploadThreshold(int eventUploadThreshold),Sets event upload threshold.,AmplitudeClient
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",setFlushEventsOnClose(boolean flushEventsOnClose),Enable/disable flushing of unsent events on app close (enabled by default).,AmplitudeClient
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","setGroup(java.lang.String groupType,        java.lang.Object groupName)",Sets the user's group(s).,void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",setLogLevel(int logLevel),Sets the logging level.,AmplitudeClient
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",setMinTimeBetweenSessionsMillis(long minTimeBetweenSessionsMillis),Sets min time between sessions millis.,AmplitudeClient
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",setOffline(boolean offline),Sets offline.,AmplitudeClient
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",setOptOut(boolean optOut),Sets opt out.,AmplitudeClient
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",setSessionTimeoutMillis(long sessionTimeoutMillis),Sets session timeout millis.,AmplitudeClient
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",setUserId(java.lang.String userId),Sets the user id (can be null).,AmplitudeClient
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",setUserProperties(org.json.JSONObject userProperties),Sets user properties.,void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())","setUserProperties(org.json.JSONObject userProperties,                 boolean replace)",Deprecated.,void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",trackSessionEvents(boolean trackingSessionEvents),Track session events amplitude client.,AmplitudeClient
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",truncate(org.json.JSONArray array),Truncate values in a JSON array.,org.json.JSONArray
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",truncate(org.json.JSONObject object),Truncate values in a JSON object.,org.json.JSONObject
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",truncate(java.lang.String value),Truncate a string to 1024 characters.,java.lang.String
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",updateServer(),Internal method to upload unsent events.,protected void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",updateServer(boolean limit),Internal method to upload unsent events.,protected void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",uploadEvents(),Force SDK to upload any unsent events.,void
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",useAdvertisingIdForDeviceId(),Whether to use the Android advertising ID (ADID) as the user's device ID.,AmplitudeClient
com.amplitude.api.AmplitudeClient,"AmplitudeClient This is the SDK instance class that contains all of the SDK functionality. Note: call the methods on the default shared instance in the Amplitude class, for example: Amplitude.getInstance().logEvent(); Many of the SDK functions return the SDK instance back, allowing you to chain multiple method calls together, for example: Amplitude.getInstance().initialize(this, ""APIKEY"").enableForegroundTracking(getApplication())",validateLogEvent(java.lang.String eventType),Validate the event type being logged.,protected boolean
com.amplitude.api.AmplitudeLog,Created by danieljih on 10/16/15.,getLogger(),N/A,static AmplitudeLog
com.amplitude.api.AmplitudeLog,Created by danieljih on 10/16/15.,getLogger(),N/A,static AmplitudeLog
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"addUserProperty(java.lang.String property,               double value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"addUserProperty(java.lang.String property,               float value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"addUserProperty(java.lang.String property,               int value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"addUserProperty(java.lang.String property,               long value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"addUserProperty(java.lang.String property,               java.lang.String value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"addUserPropertyDict(java.lang.String property,                   java.lang.String values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"appendUserProperty(java.lang.String property,                  boolean value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"appendUserProperty(java.lang.String property,                  boolean[] values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"appendUserProperty(java.lang.String property,                  double value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"appendUserProperty(java.lang.String property,                  double[] values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"appendUserProperty(java.lang.String property,                  float value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"appendUserProperty(java.lang.String property,                  float[] values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"appendUserProperty(java.lang.String property,                  int value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"appendUserProperty(java.lang.String property,                  int[] values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"appendUserProperty(java.lang.String property,                  long value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"appendUserProperty(java.lang.String property,                  long[] values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"appendUserProperty(java.lang.String property,                  java.lang.String value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"appendUserProperty(java.lang.String property,                  java.lang.String[] values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"appendUserPropertyDict(java.lang.String property,                      java.lang.String values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"appendUserPropertyList(java.lang.String property,                      java.lang.String values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,clearUserProperties(),N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,enableForegroundTracking(android.app.Application app),N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,endSession(),Deprecated.,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,getDeviceId(),N/A,static java.lang.String
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"init(android.content.Context context,    java.lang.String apiKey)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"init(android.content.Context context,    java.lang.String apiKey,    java.lang.String userId)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,logEvent(java.lang.String event),N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"logEvent(java.lang.String event,        java.lang.String jsonProperties)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"logEvent(java.lang.String event,        java.lang.String jsonProperties,        boolean outOfSession)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,logRevenue(double amount),N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"logRevenue(java.lang.String productId,          int quantity,          double price)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"logRevenue(java.lang.String productId,          int quantity,          double price,          java.lang.String receipt,          java.lang.String receiptSignature)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setOnceUserProperty(java.lang.String property,                   boolean value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setOnceUserProperty(java.lang.String property,                   boolean[] values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setOnceUserProperty(java.lang.String property,                   double value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setOnceUserProperty(java.lang.String property,                   double[] values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setOnceUserProperty(java.lang.String property,                   float value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setOnceUserProperty(java.lang.String property,                   float[] values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setOnceUserProperty(java.lang.String property,                   int value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setOnceUserProperty(java.lang.String property,                   int[] values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setOnceUserProperty(java.lang.String property,                   long value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setOnceUserProperty(java.lang.String property,                   long[] values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setOnceUserProperty(java.lang.String property,                   java.lang.String value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setOnceUserProperty(java.lang.String property,                   java.lang.String[] values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setOnceUserPropertyDict(java.lang.String property,                       java.lang.String values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setOnceUserPropertyList(java.lang.String property,                       java.lang.String values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,setOptOut(boolean enabled),N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,setUserId(java.lang.String userId),N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,setUserProperties(java.lang.String jsonProperties),N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setUserProperty(java.lang.String property,               boolean value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setUserProperty(java.lang.String property,               boolean[] values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setUserProperty(java.lang.String property,               double value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setUserProperty(java.lang.String property,               double[] values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setUserProperty(java.lang.String property,               float value)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setUserProperty(java.lang.String property,               float[] values)",N/A,static void
com.amplitude.unity.plugins.AmplitudePlugin,Deprecated.,"setUserProperty(java.lang.String property,               int value)",N/A,static void
